;name;category;level;description;input;output;has_images;s_level;submissions;solved;ratio
2764;Entrada e Saída de Data;Iniciante;1;"O seu professor gostaria de fazer um programa com as seguintes características:


	Leia uma data no formato DD/MM/AA;
	Imprima a data no formato MM/DD/AA;
	Imprima a data no formato AA/MM/DD;
	Imprima a data no formato DD-MM-AA.";A entrada consiste vários arquivos de teste. Em cada arquivo de teste tem uma linha. A linha tem o seguinte formato DD/MM/AA onde DD, MM, AA são números inteiros. Conforme mostrado no exemplo de entrada a seguir.;Para cada arquivo da entrada, terá um arquivo de saída. O arquivo de saída tem três linhas conforme os procedimentos 2, 3 e 4. Conforme mostra o exemplo de saída a seguir.;False;1 / 10;2714;1737;64.00%
2765;Entrada e Saída com Virgula;Iniciante;3;"O seu professor gostaria de fazer um programa com as seguintes características:


	Leia uma frase que vai ter uma virgula no meio do texto;
	Imprima a primeira parte da frase;
	Imprima a segunda parte da frase.";A entrada consiste vários arquivos de teste. Em cada arquivo de teste tem uma linha. A linha tem uma frase com no máximo 100 caracteres (pode ter espaço em branco) e uma virgula. Conforme mostrado no exemplo de entrada a seguir.;Para cada arquivo da entrada, terá um arquivo de saída. O arquivo de saída tem duas linhas conforme os passos 2 e 3. Conforme mostra o exemplo de saída a seguir.;False;3 / 10;2989;1362;45.57%
2766;Entrada e Saída Lendo e Pulando Nomes;Iniciante;2;"O seu professor gostaria de fazer um programa com as seguintes características:


	Leia 10 nomes, sem espaço em branco;
	Imprima o terceiro nome da lista;
	Imprima o sétimo nome da lista;
	Imprima o nono nome da lista.";A entrada consiste vários arquivos de teste. Em cada arquivo de teste tem dez linhas. Em cada linha tem um nome de no máximo 30 caracteres e sem espaço em branco. Conforme mostrado no exemplo de entrada a seguir.;Para cada arquivo da entrada, terá um arquivo de saída. O arquivo de saída tem três linhas conforme os procedimentos 2, 3 e 4. Conforme mostra o exemplo de saída a seguir.;False;2 / 10;2316;1379;59.54%
2767;Festa;Matemática;9;Joãozinho está organizando sua festa de aniversário com N homens e M mulheres, e ele quer saber o número de bons pares que podem formados com seus convidados. Um par é bom quando é composto por um homem e uma mulher e a soma das alturas das duas pessoas é múltipla de K. Uma mesma pessoa pode fazer parte de mais de um par.;"A entrada é composta de vários casos de teste e termina com EOF.
A primeira linha de um caso de teste contém os inteiros N, M e K (\(1 \leq N, M, K \leq 10^5\)). A segunda linha contém N inteiros Ai, representando a altura dos N homens convidados. A terceira e última linha da entrada contém M inteiros Bi representando a altura das mulheres convidadas (\(1 \leq Ai, Bi \leq 10^5\)).";A saída deve conter um inteiro para cada caso de teste, indicando a quantidade possível de pares bons que podem ser formados.;False;9 / 10;513;140;27.29%
2768;Grafo do Dabriel;Grafos;9;Dabriel acaba de receber um grafo de presente e deseja realizar algumas operações sobre ele, porém como está muito ocupado decidiu pedir sua ajuda. Você deverá responder diversas consultas do tipo U, V, K, onde vc deverá imprimir o menor caminho de U até V, caso exista, onde os vértices visitados, excluindo U e V, devem ser menores ou iguais a K.;A entrada é composta por diversos casos de teste. A primeira linha terá 2 inteiros N, M (1 ≤ N ≤ 100, 1 ≤ M ≤ N*(N-1)/2). Nas próximas M linhas terá 3 inteiros U, V, W (1 ≤ U, V ≤ N, 0 ≤ W ≤ 2*10³), indicando que o vértice U tem uma ligação bidirecional com o vértice V com um custo de W. Na próxima linha terá 1 inteiro Q (1 ≤ Q ≤ 10⁵). Nas próximas Q linhas terá uma consulta U, V, K (1 ≤ U, V, K ≤ N).;Para cada consulta você deverá imprimir o menor custo seguindo as restrições do texto. Caso não exista resposta imprima -1.;False;9 / 10;412;124;30.10%
2769;Linha de Montagem;Iniciante;5;"Com o advento dos conceitos da Indústria 4.0 e a evolução da internet das coisas, se tornou simples acompanhar todas as etapas da produção de um produto em uma linha de montagem. De posse das informações, é possível otimizar a produção e diminuir o tempo gasto até que esteja pronta.

Uma indústria apresenta o seguinte esquema de produção:



Sabendo o tempo gasto em cada estação, e o tempo para trocar entre as duas linhas de montagem, calcule o menor tempo em que é possível realizar a produção de um item.";"A entrada possui vários casos de teste (EOF). A primeira linha contém um inteiro N, o número de etapas na linha de produção. A segunda linha contém dois inteiros e1 e e2, o tempo gasto para a entrada em cada uma das linhas de produção. A próxima linha possui N valores, a11, a12, ..., a1n, representando o tempo gasto para executar a iésima etapa na linha 1. A próxima também conterá  N valores, a21, a22, ..., a2n com os tempos de cada etapa na linha 2. As próximas duas conterá N-1 inteiros representando os tempos de transição da linha 1 para a linha 2,  t11, t12, ..., t1n-1 e da linha 2 para a linha 1,  t21, t22, ..., t2n-1, respectivamente. Por fim, mais dois inteiros x1 e x2 representando o tempo de saída de cada linha.

Considere que número de etapas por caso de teste estará entre 1 e 1000 e os demais valores entre 0 e 105.";A saída deve mostrar o tempo mínimo gasto na produção.;True;5 / 10;263;137;52.09%
2770;Tamanho da Placa;Iniciante;6;"Existe uma tradicional indústria no Brasil que produz equipamentos musicais. Atualmente eles estão totalmente imergidos com a era da Indústria 4.0 e a sua principal atuação é a criação de pedais de efeitos para guitarra, que existem em uma diversidade incrível, cada um para um tipo de cliente. Esta indústria implementou um sistema em que o seu cliente cria seu próprio pedal através de um protótipo 3D e interativo, inclusive com sons, simulando o pedal real. Sendo assim, após o cliente gerar seu modelo o mesmo é enviado para a empresa, onde será fabricado.

Acontece que para ser fabricado, o circuito do pedal é impresso em uma PCI(placa de circuito impresso), que tem um certo tamanho. Porém com a criatividade dos clientes, as placas estão tomando dimensões inimagináveis, tal fato faz com que a placa disponível na empresa não sirva. Como você é um excelente programador e um amante da música, cabe a você criar um programa em que dada as dimensões do circuito do cliente e a dimensão da placa disponível, diga se é possível utilizar ou não aquela placa.";"A primeira linha de cada caso de teste consiste de três inteiros X, Y, M (M≤105) representando respectivamente as dimensões da placa da empresa e a quantidade de pedidos. Para cada uma das próximas M linhas será fornecido dois inteiros Xi e Yi representando as dimensões da PCI do cliente.

É garantido que as dimensões são valores inteiros maiores que 0 e menor ou igual a 64.

A entrada termina com EOF.";Para cada circuito determine se é possível utilizar a PCI da empresa ou não.;False;6 / 10;1548;442;28.55%
2771;Média;Ad-Hoc;6;Joãozinho está terminando seu primeiro semestre na faculdade e em uma das matérias ele que irá decidir sua nota, baseada nas notas das N provas que ele fez durante o semestre. A nota final de um aluno é baseada na média aritmética de 3 notas distintas. Mas Joãozinho não está preocupado em saber qual a maior nota final obtida, e sim qual a K-ésima maior nota final que pode ser obtida. É garantido que existe a K-ésima nota e lembre-se, é possível ter mais de uma nota final com o mesmo valor e elas devem ser consideradas distintas.;"A entrada contém não mais que 10 casos de teste e termina com EOF. A primeira linha de um caso de teste contém dois inteiros N e K (\(3 \leq N \leq 100\), \(1 \leq K \leq  (N * (N - 1) * (N - 2))/6\)).
A segunda linha contém N inteiros Ai (\(1 \leq Ai \leq 10^5\)) representando a nota obtida na i-ésima prova.";A saída deve conter um número de ponto flutuante formatado com uma casa decimal.;False;6 / 10;377;133;35.28%
2772;Plantação;Ad-Hoc;10;"André João é um grande cultivador de plantas de uma grande cidade do interior do grande Brasil. Ele possui atualmente um canteiro com N plantas de uma espécie muito peculiar que morre ao completar T dias consecutivos sem cuidados.

Porém, André tem notado que muitas plantas tem morrido ultimamente, e suspeita que o seu funcionário é a razão disto. Sendo assim, ele pediu para que seu empregado anotasse o que foi feito em K dias, assim João poderia culpar o teu empregado pela morte das suas plantas.

Como o canteiro de André é muito grande, ele pediu que você desenvolvesse um programa que dado a quantidade inicial de plantas, o tempo em que a espécie consegue sobreviver, e os intervalos que seu funcionário cuidou em cada dia, lhe informe as plantas que permaneceram vivas ao final deste período.

João garante que todas as plantas foram cuidadas no dia 0 e, portanto, estão vivas! E o empregado garante que começou a trabalhar no dia 1 e nunca faltou um dia de serviço!";A entrada consiste de vários casos de teste. A primeira linha consiste dos inteiros N, K, T ( 1<= N, K, T <= 105 ). As próximas K linhas conterão dois inteiros l, r ( 1<= l <= r <= N ) significando que o empregado cuidou de todas as plantas no intervalo [l, r]  naquele dia.;"Para cada caso de teste, seu programa deve imprimir um inteiro representando a quantidade de plantas que permaneceram vivas ao final do período, seguido dos índices delas em ordem crescente. Lembre-se, se uma planta morreu algum dia, ela nunca mais voltarás a vida ;(.";False;10 / 10;351;45;12.82%
2773;Menor Caminho;Geometria Computacional;5;Joãozinho gosta muito de assitir aulas e quer gastar o mínimo de tempo possível no trajeto da sua casa até o local da sua aula. Sabe-se que ele anda a uma velocidade de V metros por segundo e que há um terreno baldio entre sua casa e sua escola que não pode ser usado para cortar caminho. Sabendo disso, qual o menor tempo, em segundos, para Joãozinho completar o trajeto? Considere a situação no plano 2D, que a casa de Joãozinho esta no ponto (Xi, Yi), a escola no ponto (Xf, Yf), o ponto inferior esquerdo no terreno no ponto (Xl, Yl) e o superior direito no ponto (Xr, Yr). O terreno possui seus lados paralelos aos eixos X e Y e é garantido que Xi < Xl, Xr < Xf, Yl \(\leq\) Yi, Yf \(\leq\) Yr, ou seja, A casa de Joãozinho está à esquerda do terreno, a escola à direita, e Joãozinho precisará contornar parte do terreno para chegar na escola.;"A entrada é composta por vários casos de teste e termina com EOF.
A primeira linha de um caso contém 5 inteiros Xi, Yi, Xf, Yf e V representando as coordenadas da casa de Joãozinho e da sua escola e a velocidade de Joãozinho em metros por segundo.
A segunda linha também contém 4 inteiros Xl, Yl, Xr e Yr, representando o canto inferior esquerdo do terreno e o canto superior direito. (\(0 \leq Xi, Yi \leq 10^6\), \(1 \leq V \leq 10^2\)).";Para cada caso de teste, imprima um número de ponto flutuante formatado com uma casa decimal, representando o menor tempo para Joãozinho chegar à sua escola sem passar dentro do terreno baldio. OBS: Joãozinho pode andar na borda do terreno.;False;5 / 10;206;82;39.81%
2774;Precisão do Sensor;Iniciante;4;"O professor está te ensinando sobre sensores. Este é um elemento muito importante em diversas aplicações. Para aprender melhor os conceitos de precisão o professor pediu para realizar uma montagem prática do sensor Termo Ind v4.0 no novo laboratório de Automação.

Você como bom aluno anotou a fórmula para o cálculo da precisão de um sensor:

\(\sigma\;=\;\sqrt{\frac{\sum_1^{QT}\left(\;X_i-\overline X\;\right)^2}{QT-1}}\)

Onde QT é a quantidade de vezes que foi realizado o teste, \(X\) o valor medido em cada teste e \(\overline X\) a média dos valores.

Para realizar o teste você ficou H horas fazendo testes, e a cada M minutos você verificou o valor X da temperatura entregue pelo sensor.

Agora que você tem as medidas, e como você tem a habilidade de programar, faça um programa que entregue a precisão do sensor.";"Existem vários casos de teste, cada caso consiste de duas linhas. A primeira contém dois valores H e M. E a segunda consiste dos valores de ponto flutuante Xi indicando o valor de cada medida do sensor.

É garantido que haverão no mínimo 5 e no máximo 105 medidas por caso e que estes valores estão no intervalo [0, 255] com duas casas decimais.";Para cada caso de teste, imprima uma única linha com um número indicando a precisão do sensor. O valor calculado deve ser apresentado com 5 dígitos após o ponto decimal.;False;4 / 10;504;267;52.98%
2775;Preparando a Produção;Iniciante;5;"Uma montadora de carros, permite que os usuários criem seus próprios projetos de veículos da maneira que desejar e ainda compartilhar tais informações com outros usuários com o intuito de criar uma rede de utilizadores bem diversificada. O processo se inicia com o cliente desenvolvendo seu próprio modelo através de um software, logo após a conclusão, os dados do projeto são armazenados e de acordo com a disponibilidade da montadora vão sendo realizados.

Porém uma falha na entrega das peças para a montadora está atrasando os pedidos. Acontece que as peças são entregues em pacotes, etiquetados com um número, que deveriam estar ordenados de forma crescente para que a produção inicie. A falha é que os pacotes estão sendo entregues de uma forma aleatória. Você deve criar um programa em que dados a ordem de entrega dos pacotes e o tempo que cada um deles leva para ser trocado de posição, calcule o tempo total para organizar os pacotes. Sabe-se que para efeito de organização dentro da empresa, os pacotes devem ser trocados de posição somente dois a dois e se estiverem um do lado do outro.";"A entrada consiste de vários casos de testes, lidos até EOF. Para cada caso, o primeiro valor da entrada é um inteiro N (1 <= N <= 1000) representando a quantidade de pacotes, logo após haverá duas linhas com N inteiros cada, com os números dos pacotes, na ordem da entrega, e o tempo, em segundos, que o n-ésimo pacote leva para ser trocado de lugar, respectivamente.

É garantido que os números dos pacotes para cada caso de teste forma uma permutação dos inteiros de 1 a N, e que nenhum pacote demora mais do que um minuto para mover.";Seu programa deve apresentar, para cada caso de teste, um único inteiro que representa o tempo total para organizar os pacotes.;False;5 / 10;315;157;49.84%
2776;Promoções;Iniciante;9;"Farcos é um programador iniciante na graduação e não gosta muito das festas da faculdade, já que nunca curte muito as músicas e a euforia noturna. Então decidiu usar suas habilidades e gastar seu tempo nessas festas ganhando algum dinheiro vendendo bebidas enlatadas, com ajuda de Dabriel, que lhe emprestou a quantia necessária para comprar seu estoque inicial. Sob a condição de que Farcos vendesse absolutamente todas as latas que comprasse.

					Para conseguir aumentar suas vendas durante a festa, o programador pensou em algumas promoções do tipo “Uma lata de refrigerante por 4R$, mas duas por 6R$” e com suas habilidades matemáticas ele calculou exatamente quais dentre essas promoções fazer e quantas vendas daquele tipo para que ao fim da noite, e consequentemente do evento, ele tivesse cumprido as exigências do seu fiador e ainda ter o maior lucro possível utilizando somente essas promoções.

					Sua tarefa é, dado as promoções que Farcos pensou e quantidade de latas de bebida que ele comprou para vender, calcular quanto ele arrecadou ao fim da noite.";A entrada é composta por vários casos de teste. A primeira linha de um caso de teste contém dois números inteiros N (1 ≤ N ≤ 1000) e M (1 ≤ M ≤ 2000) que representam respectivamente o número de tipos de promoções que Farcos pensou e a quantidade de latas que ele precisa vender. Seguem-se então N linhas referentes as promoções, cada uma contendo dois inteiros Q (1 ≤ Q ≤ 100) e V (1 ≤ V ≤ 1000) especificando que se pode comprar Q bebidas por V reais. A entrada termina com EOF.;A saída é composta de uma linha por caso de teste contendo um número inteiro que representa, em reais, qual a maior quantia que Farcos pôde arrecadar com aquelas promoções.;False;9 / 10;415;88;21.20%
2777;Subsets do Dabriel;Matemática;5;"Dabriel acabou de inventar um novo jogo que funciona da seguinte forma: Ele pensa em um inteiro N e deve encontrar a quantidade de subconjuntos maximais* que existem utilizando os números de 1 até N de forma que se o número i for escolhido para o conjunto, não poderá aparecer nem o número i-1 e nem o i+1. Para valores pequenos Dabriel sabe a resposta, porém com número grandes essa tarefa fica bem difícil. Você pode o ajudar ?

Para N = 5 os conjuntos válidos são: {1,3,5}, {2,4}, {2,5}, {1,4}.";A entrada é composta por diversos casos de teste. Cada caso contém um inteiro N (1 ≤ N ≤ 1018).;Para cada caso de teste imprima a quantidade de conjuntos existentes. Como esse número pode ser muito grande, imprima apenas o resto da divisão por 109+7.;False;5 / 10;97;48;49.48%
2778;Matriz do Dabriel;Paradigmas;10;"Dabriel adora criar jogos um tanto quanto peculiares com as suas incríveis matrizes. O último jogo criado acabou tendo uma complexidade bem mais alta que os outros e como ele anda muito atarefado com o mestrado, solicitou sua ajuda para desenvolver um programa capaz de dizer a resposta do jogo. Este consiste em uma matriz N por M, onde deseja-se sair da posição (1,1) e chegar na posição (N,M) e cada célula possui um valor e esse valor é acrescido no custo total do caminho para toda célula visitada. Sua tarefa é encontrar o custo do menor caminho. Porém, como se trata de Dabriel o jogo não é tão simples assim, algumas regras foram impostas:


	 Estando em uma célula (i,j) só podemos ir para as células (i+1,j), (i,j+1) ou (i,j-1);
	Nenhuma célula pode ser visitada mais do que uma vez;
	Não é permitido passar por mais que X casas com valores nulos;
	Não é permitido passar por mais que Y casas com valores negativos.


Dabriel sabe que com tantas regras assim pode existir caso onde não existe tal caminho, portanto ele estará satisfeito se você imprimir ""Impossivel"" para tais casos. Mas um coisa Dabriel pode te garantir: a célula (N,M) sempre terá um valor maior que zero.";"A entrada é composta por diversos casos de teste. A primeira linha terá 4 inteiros N, M, X, Y (1 ≤ N, M ≤ 100, 0 ≤ X, Y ≤ 20). Nas próximas N linhas terá M inteiros Xij (-100 ≤ Xij ≤ 100), representando os valores das células da matriz.
 ";"Para cada caso de teste imprima o menor caminho conforme descrito no texto, em casos onde não houver resposta imprima ""Impossivel"", sem aspas.";False;10 / 10;334;42;12.57%
2779;Álbum da Copa;Iniciante;2;"Em ano de Copa do Mundo de Futebol, o álbum de figurinhas oficial é sempre um grande sucesso entre crianças e também entre adultos. Para quem não conhece, o álbum contém espaços numerados de 1 a N para colar as figurinhas; cada figurinha, também numerada de 1 a N, é uma pequena foto de um jogador de uma das seleções que jogará a Copa do Mundo. O objetivo é colar todas as figurinhas nos respectivos espaços no álbum, de modo a completar o álbum (ou seja, não deixar nenhum espaço sem a correspondente figurinha).

As figurinhas são vendidas em envelopes fechados, de forma que o comprador não sabe quais fi- gurinhas está comprando, e pode ocorrer de comprar uma figurinha que ele já tenha colado no álbum.

Para ajudar os usuários, a empresa responsável pela venda do álbum e das figurinhas quer criar um aplicativo que permita gerenciar facilmente as figurinhas que faltam para completar o álbum e está solicitando a sua ajuda.

Dados o número total de espaços e figurinhas do álbum, e uma lista das figurinhas já compradas (que pode conter figurinhas repetidas), sua tarefa é determinar quantas figurinhas faltam para completar o álbum.";A primeira linha contém um inteiro N (1 ≤ N ≤ 100) indicando o número total de figurinhas e espaços no álbum. A segunda linha contém um inteiro M (1 ≤ M ≤ 300) indicando o número de figurinhas já compradas. Cada uma das M linhas seguintes contém um número inteiro X (1 ≤ X ≤ N) indicando uma figurinha já comprada.;Seu programa deve produzir uma única linha contendo um inteiro representando o número de figurinhas que falta para completar o álbum.;False;2 / 10;1219;684;56.11%
2780;Basquete de Robôs;Iniciante;1;"A organização da OIBR, Olimpíada Internacional de Basquete de Robô, está começando a ter problemas com dois times: os Bit Warriors e os Byte Bulls. É que os robôs desses times acertam quase todos os lan- çamentos, de qualquer posição na quadra! Pensando bem, o jogo de basquete ficaria mesmo sem graça se jogadores conseguissem acertar qualquer lançamento, não é mesmo? Uma das medidas que a OIBR está implantando é uma nova pontuação para os lançamentos, de acordo com a distância do robô para o início da quadra. A quadra tem 2000 centímetros de comprimento, como na figura.
				
Dada a distância D do robô até o início da quadra, onde está a cesta, a regra é a seguinte:

• Se D ≤ 800, a cesta vale 1 ponto;

• Se 800 < D ≤ 1400, a cesta vale 2 pontos;

• Se 1400 < D ≤ 2000, a cesta vale 3 pontos.

A organização da OIBR precisa de ajuda para automatizar o placar do jogo. Dado o valor da distância D, você deve escrever um programa para calcular o número de pontos do lançamento.";A primeira e única linha da entrada contém um inteiro D (0 ≤ D ≤ 2000) indicando a distância do robô para o início da quadra, em centímetros, no momento do lançamento.;Seu programa deve produzir uma única linha, contendo um inteiro, 1, 2 ou 3, indicando a pontuação do lançamento.;True;1 / 10;2666;1994;74.79%
2781;Câmara de Compensação;Iniciante;5;"Em uma cidade, muitas pessoas emprestam dinheiro para outras pessoas. A coisa chegou a um tal ponto que tem gente que é ao mesmo tempo devedor e credor. As pessoas resolveram então pagar suas dívidas e cada uma emitiu os cheques para pagar suas dívidas. Por exemplo, na figura, item (a), a pessoa C emitiu um cheque de 5 dinheiros para a pessoa A, e a pessoa D emitiu um cheque de 3 dinheiros para a pessoa C. Ou seja, a pessoa C recebeu da pessoa D e pagou a pessoa A. Pior ainda, existe um ciclo vicioso, em que a pessoa D emitiu um cheque de 3 dinheiros para a pessoa C, que por sua vez emitiu um cheque de 2 dinheiros para a pessoa B, que por sua vez emitiu um cheque de 1 dinheiro para a pessoa D. A situação mostrada no item (a) da Figura abaixo é descrita através de uma lista de cheques, com quatro triplas da forma (X, V, Y), para indicar que X emitiu um cheque de V dinheiros para Y . Na mesma Figura, no item (b), a situação é descrita com uma lista de apenas três cheques.
				
Entretanto, as duas listas são equivalentes: o saldo na conta bancária de uma pessoa é o mesmo em ambas as listas de cheques. Em ambos os casos, completada a compensação de todos os cheques, a pessoa A terminará com 5 dinheiros a mais na sua conta, a pessoa B terminará com 1 dinheiro a mais na sua conta, a pessoa C terminará com 4 dinheiros a menos na sua conta e a pessoa D terminará com 2 dinheiros a menos na sua conta.

Vamos então definir equivalência de listas de cheques emitidos: duas listas de cheques são equivalentes se, ao final do processo de compensação de todos os cheques, o seguinte vale para cada pessoa: seu saldo bancário ao final da compensação de uma lista é o mesmo que o saldo bancário da pessoa ao final da compensação da outra lista.

O total de valores compensados no item (a) da figura é igual a 11 dinheiros ao passo que no item (b) o total é de apenas 6 dinheiros! Este problema tem duas subtarefas:

• Subtarefa A: determinar, dada uma lista de cheques, se é possível ou não diminuir o total de valores compensados utilizando uma outra lista de cheques equivalente.

• Subtarefa B: determinar o total mínimo de valores compensados em uma lista de cheques equivalente. Você deve escrever um programa que resolva apenas a Subtarefa A ou que resolva as duas subtarefas.

Você deve escrever um programa que resolva apenas a Subtarefa A ou que resolva as duas subtarefas.";A primeira linha contém dois inteiros, M (1 ≤ M ≤ 10⁶) e N (2 ≤ N ≤ 10³), onde M é o número de cheques emitidos e N é o número de habitantes da cidade. Os habitantes são identificados por números inteiros de 1 a N. Cada uma das M linhas seguintes descreve um cheque da lista e contém três inteiros X (1 ≤ X ≤ N), V (1 ≤ V ≤ 10²)  e Y (1 ≤ Y ≤ N, Y != X) que indica que X emitiu um cheque de V dinheiros a favor de Y . É possível que haja mais de um cheque de X a Y. Também é possivel que haja cheques de X a Y e de Y a X, mas não de X a X.;"Seu programa deve produzir duas linhas na saída. A primeira linha descreve a resposta para a Subtarefa A e deve conter um único caractere. O caractere deve ser S para indicar que é possível diminuir o total dos cheques compensados com uma lista de cheques equivalente, ou N para indicar que não é possível diminuir o total de cheques compensados.

Se o seu programa resolve também a Subtarefa B, a segunda linha descreve a resposta para essa subtarefa e deve conter um número inteiro, o valor mínimo do total de cheques compensados, em uma lista equivalente. Se o seu programa não resolve a Subtarefa B, você pode deixar a linha em branco ou colocar um valor inteiro arbitrário.";True;5 / 10;387;128;33.07%
2782;Escadinha;Iniciante;3;Dizemos que uma sequência de números é uma escadinha, se a diferença entre números consecutivos é sempre a mesma. Por exemplo, “2, 3, 4, 5” e “10, 7, 4” são escadinhas. Note que qualquer sequência com apenas um ou dois números também é uma escadinha! Neste problema estamos procurando escadinhas em uma sequência maior de números. Dada uma sequência de números, queremos determinar quantas escadinhas existem. Mas só estamos interessados em escadinhas tão longas quanto possível. Por isso, se uma escadinha é um pedaço de outra, consideramos somente a maior. Por exemplo, na sequência “1, 1, 1, 3, 5, 4, 8, 12” temos 4 escadinhas diferentes: “1, 1, 1”, “1, 3, 5”, “5, 4” e “4, 8, 12”.;A primeira linha da entra contém um inteiro N (1 ≤ N ≤ 1000) indicando o tamanho da sequência de números. A segunda linha contém N inteiros definindo a sequência. O valor dos números da sequência está entre −106 e 106 inclusive.;Imprima uma linha contendo um inteiro representando quantas escadinhas existem na sequência.;False;3 / 10;712;372;52.25%
2783;Figurinhas da Copa;Iniciante;3;"Em ano de Copa do Mundo de Futebol, o álbum de figurinhas oficial é sempre um grande sucesso entre crianças e também entre adultos. Para quem não conhece, o álbum contém espaços numerados de 1 a N para colar as figurinhas; cada figurinha, também numerada de 1 a N, é uma pequena foto de um jogador de uma das seleções que jogará a Copa do Mundo. O objetivo é colar todas as figurinhas nos respectivos espaços no álbum, de modo a completar o álbum (ou seja, não deixar nenhum espaço sem a correspondente figurinha).
				
				Algumas figurinhas são carimbadas (efetivamente têm um carimbo impresso sobre a fotografia do jogador) e são mais raras, mais difíceis de conseguir. As figurinhas são vendidas em envelopes fechados, de forma que o comprador não sabe quais figurinhas está comprando, e pode ocorrer de comprar uma figurinha que ele já tenha colado no álbum.
				
				Para ajudar os usuários, a empresa responsável pela venda do álbum e das figurinhas quer criar um aplicativo que permita gerenciar facilmente as figurinhas que faltam para completar o álbum. 
				
				Dados o número total de espaços e figurinhas do álbum (N), a lista das figurinhas carimbadas e uma lista das figurinhas já compradas (que pode conter figurinhas repetidas), sua tarefa é determinar quantas figurinhas carimbadas faltam para completar o álbum.";A primeira linha contém três números inteiros N (1 ≤ N ≤ 100) , C (1 ≤ C ≤ N/2) e M (1 ≤ M ≤ 300) indicando respectivamente o número de figurinhas (e espaços) do álbum, o número de figurinhas carimbadas do álbum e o número de figurinhas já compradas. A segunda linha contém C números inteiros distintos Xi indicando as figurinhas carimbadas do álbum. A terceira linha contém M números inteiros Yi (1 ≤ Xi , Yi ≤ N) indicando as figurinhas já compradas.;Seu programa deve produzir um inteiro representando o número de figurinhas carimbadas que falta para completar o álbum.;False;3 / 10;2042;831;40.70%
2784;Ilhas;Iniciante;5;"Os moradores das Ilhas Brasileiras Ocidentais (IBO) são assíduos jogadores do mais recente jogo online, Magos e Guerreiros. Tão competitivas se tornaram as partidas de Magos e Guerreiros na IBO, que a empresa criadora do jogo decidiu instalar em uma das ilhas um servidor dedicado apenas aos jogadores da IBO.

Entretanto, a empresa sabe que, se os jogadores acharem que o novo servidor é injusto, eles irão parar de jogar Magos e Guerreiros, gerando incontáveis perdas. Para avaliar se o novo servidor é justo, os jogadores vão comparar o desempenho do jogo na ilha que tem a conexão mais rápida e o desempenho na ilha que tem a conexão mais lenta com o novo servidor. Se a diferença de desempenho for muito grande, os residentes da ilha mais distante se sentirão injustiçados e abandonarão o jogo.

A conexão de internet da IBO funciona através de um sistema de cabos de fibra ótica. Pares de ilhas são conectados por cabos, e cada cabo toma um certo tempo (chamado de ping) para comunicar informação entre as duas partes. Quando duas ilhas se comunicam através de uma série de cabos (portanto, através de ilhas intermediárias), o ping entre elas é a soma dos pings de cada cabo no caminho. A rede da IBO foi implementada por ótimos programadores e, portanto, um par de ilhas sempre se comunica através do caminho com menor ping possível.

Dada a configuração da rede da IBO e a ilha em que a empresa deseja instalar o novo servidor, determine a diferença entre os pings da ilha com menor e maior pings até o servidor.";"A primeira linha contém N (2 ≤ N ≤ 1000) e M (N − 1 ≤ M ≤ 105), o número de ilhas e o número de cabos de fibra ótica, respectivamente. As ilhas são numeradas de 1 a N. Cada uma das M linhas seguintes contém três inteiros Ui (1 ≤ Ui ≤ N), Vi (1 ≤ Vi ≤ N) e Pi (1 ≤ Pi ≤ 1000) e descreve um cabo entre as ilhas Ui e Vi com ping Pi (note que cabos transmitem informação em ambas as direções). Finalmente, a última linha contém um inteiro S (1 ≤ S ≤ N), o número da ilha em que o servidor será instalado.

Cada par de ilhas é conectado por no máximo um cabo de fibra ótica, e nenhum cabo conecta uma ilha a si mesma. É garantido que qualquer ilha consegue se comunicar com qualquer outra através de algum caminho de cabos de fibra ótica.";Seu programa deve produzir um inteiro representando a diferença entre o ping da ilha com maior ping até o servidor, e o da ilha com menor ping até o servidor. Note que a ilha em que o servidor se encontra não é considerada no cálculo do menor ping.;False;5 / 10;425;199;46.82%
2785;Pirâmide;Iniciante;5;"No depósito da fábrica, encostada numa parede, existe uma matriz de N linhas por N colunas de caixas empilhadas. Cada caixa possui um peso inteiro positivo associado. O inspetor da fábrica precisa retirar algumas caixas da matriz de modo a deixar uma espécie de pirâmide de caixas satisfazendo as seguintes restrições:

• Se uma caixa está na pirâmide, a caixa imediatamente abaixo dela também deve estar na pirâmide;

• Na i-ésima linha de caixas (a linha 1 é a do topo da matriz), a pirâmide deve ter exatamente i caixas consecutivas.

Dados os pesos de todas as caixas na matriz, seu programa deve calcular o peso total mínimo que uma pirâmide poderá ter, se o inspetor retirar algumas caixas segundo as restrições acima.";"A primeira linha da entrada contém um inteiro N (1 ≤ N ≤ 100), indicando a dimensão da matriz. As N linhas seguintes contêm, cada uma, N inteiros representando os pesos das caixas em cada linha da matriz de caixas.

Os valores dos elementos da matriz estão entre 1 e 100, inclusive.";Seu programa deve produzir uma única linha, contendo um inteiro, indicando o peso total mínimo que a pirâmide poderá ter.;False;5 / 10;442;179;40.50%
